Cancer Site,Year,Tumour Type,Tumour Type 2,Tumour Type 3,Basis of Diagnosis,Stage,Stage Detail,Stage Detail 2,Age,Region,Sex,Grade,Nodal Status,Incidence,Population,Incidence Rate,Incidence Rate LCI (95%),Incidence Rate UCI (95%),CT count,CT cohort,CT percentage,CT percentage LCI (95%),CT percentage UCI (95%),RT count,RT cohort,RT percentage,RT percentage LCI (95%),RT percentage UCI (95%),Surgery count,Surgery cohort,Surgery percentage,Surgery percentage LCI (95%),Surgery percentage UCI (95%),CT only count,CT only cohort,CT only percentage,CT only percentage LCI (95%),CT only percentage UCI (95%),RT only count,RT only cohort,RT only percentage,RT only percentage LCI (95%),RT only percentage UCI (95%),Surgery only count,Surgery only cohort,Surgery only percentage,Surgery only percentage LCI (95%),Surgery only percentage UCI (95%),CT and RT count,CT and RT cohort,CT and RT percentage,CT and RT percentage LCI (95%),CT and RT percentage UCI (95%),Surgery and CT count,Surgery and CT cohort,Surgery and CT percentage,Surgery and CT percentage LCI (95%),Surgery and CT percentage UCI (95%),Surgery and RT count,Surgery and RT cohort,Surgery and RT percentage,Surgery and RT percentage LCI (95%),Surgery and RT percentage UCI (95%),Surgery and CT and RT count,Surgery and CT and RT cohort,Surgery and CT and RT percentage,Surgery and CT and RT percentage LCI (95%),Surgery and CT and RT percentage UCI (95%),Other care count,Other care cohort,Other care percentage,Other care percentage LCI (95%),Other care percentage UCI (95%),Initial cohort size,Survival cohort size,Net survival 03m,Net survival 03m LCI,Net survival 03m UCI,Crude survival 03m,Crude survival 03m LCI,Crude survival 03m UCI,Net survival 06m,Net survival 06m LCI,Net survival 06m UCI,Crude survival 06m,Crude survival 06m LCI,Crude survival 06m UCI,Net survival 09m,Net survival 09m LCI,Net survival 09m UCI,Crude survival 09m,Crude survival 09m LCI,Crude survival 09m UCI,Net survival 12m,Net survival 12m LCI,Net survival 12m UCI,Crude survival 12m,Crude survival 12m LCI,Crude survival 12m UCI,Net survival 24m,Net survival 24m LCI,Net survival 24m UCI,Crude survival 24m,Crude survival 24m LCI,Crude survival 24m UCI,Net survival 36m,Net survival 36m LCI,Net survival 36m UCI,Crude survival 36m,Crude survival 36m LCI,Crude survival 36m UCI,Net survival 48m,Net survival 48m LCI,Net survival 48m UCI,Crude survival 48m,Crude survival 48m LCI,Crude survival 48m UCI,Net survival 60m,Net survival 60m LCI,Net survival 60m UCI,Crude survival 60m,Crude survival 60m LCI,Crude survival 60m UCI,Routes Population,Screening,Screening percentage,Screening LCI,Screening UCI,Two Week Wait,Two Week Wait percentage,Two Week Wait LCI,Two Week Wait UCI,GP Referral,GP Referral percentage,GP Referral LCI,GP Referral UCI,Other Outpatient,Other Outpatient percentage,Other Outpatient LCI,Other Outpatient UCI,Inpatient Elective,Inpatient Elective percentage,Inpatient Elective LCI,Inpatient Elective UCI,Emergency Presentation,Emergency Presentation percentage,Emergency Presentation LCI,Emergency Presentation UCI,DCO,DCO percentage,DCO LCI,DCO UCI,Unknown Route,Unknown Route percentage,Unknown Route LCI,Unknown Route UCI,Route not classified,Route not classified percentage,Route not classified LCI,Route not classified UCI
Sarcoma,2015,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,All England,Persons,Not split by grade,Not split by nodal status,116,5921856,1.959,1.619,2.349,14,116,12.069,7.327,19.243,27,116,23.276,16.518,31.747,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,116,0,0,0,3.205,34,29.31,21.797,38.15,44,37.931,29.622,47.014,16,13.793,8.672,21.236,0,0,0,3.205,16,13.793,8.672,21.236,0,0,0,3.205,5,4.31,1.855,9.695,1,0.862,0.152,4.722
Sarcoma,2015,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,157,6694437,2.345,1.993,2.742,5,157,3.185,1.368,7.238,32,157,20.382,14.824,27.355,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,157,0,0,0,2.388,47,29.936,23.322,37.509,57,36.306,29.194,44.072,20,12.739,8.4,18.858,2,1.274,0.35,4.525,21,13.376,8.918,19.583,0,0,0,2.388,2,1.274,0.35,4.525,8,5.096,2.604,9.732
Sarcoma,2016,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All England,Persons,Not split by grade,Not split by nodal status,443,55268067,0.802,0.729,0.88,30,443,6.772,4.784,9.503,129,443,29.12,25.083,33.515,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,443,0,0,0,0.86,131,29.571,25.512,33.982,175,39.503,35.06,44.127,58,13.093,10.266,16.553,8,1.806,0.918,3.523,43,9.707,7.286,12.82,0,0,0,0.86,14,3.16,1.892,5.234,14,3.16,1.892,5.234
Sarcoma,2016,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 00-59,All England,Persons,Not split by grade,Not split by nodal status,181,42454253,0.426,0.366,0.493,19,181,10.497,6.824,15.813,74,181,40.884,33.984,48.163,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,181,0,0,0,2.078,60,33.149,26.704,40.295,64,35.359,28.765,42.562,27,14.917,10.459,20.834,4,2.21,0.863,5.544,16,8.84,5.514,13.876,0,0,0,2.078,9,4.972,2.638,9.179,1,0.552,0.098,3.063
Sarcoma,2016,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,All England,Persons,Not split by grade,Not split by nodal status,90,5963028,1.509,1.214,1.855,5,90,5.556,2.396,12.354,18,90,20,13.042,29.414,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,90,0,0,0,4.094,25,27.778,19.58,37.795,43,47.778,37.762,57.975,11,12.222,6.964,20.574,0,0,0,4.094,5,5.556,2.396,12.354,0,0,0,4.094,1,1.111,0.196,6.028,5,5.556,2.396,12.354
Sarcoma,2016,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,172,6850786,2.511,2.149,2.915,6,172,3.488,1.608,7.401,37,172,21.512,16.029,28.239,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,172,0,0,0,2.185,46,26.744,20.69,33.814,68,39.535,32.533,46.994,20,11.628,7.655,17.278,4,2.326,0.908,5.826,22,12.791,8.601,18.607,0,0,0,2.185,4,2.326,0.908,5.826,8,4.651,2.375,8.908
Sarcoma,2017,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All England,Persons,Not split by grade,Not split by nodal status,447,55619430,0.804,0.731,0.882,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,447,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Sarcoma,2017,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 00-59,All England,Persons,Not split by grade,Not split by nodal status,156,42605999,0.366,0.311,0.428,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,156,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Sarcoma,2017,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,All England,Persons,Not split by grade,Not split by nodal status,100,5873566,1.703,1.385,2.071,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,100,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Sarcoma,2017,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,191,7139865,2.675,2.309,3.083,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,191,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Sarcoma,2013-2015,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All England,Persons,Not split by grade,Not split by nodal status,1381,162968762,0.847,0.803,0.893,101,1381,7.314,6.056,8.808,380,1381,27.516,25.226,29.932,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,1381,0,0,0,0.277,341,24.692,22.49,27.035,589,42.65,40.066,45.276,207,14.989,13.204,16.969,18,1.303,0.826,2.051,132,9.558,8.118,11.223,0,0,0,0.277,65,4.707,3.71,5.955,29,2.1,1.466,3
Sarcoma,2013-2015,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 00-59,All England,Persons,Not split by grade,Not split by nodal status,570,125655880,0.454,0.417,0.492,46,570,8.07,6.105,10.597,201,570,35.263,31.451,39.272,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,570,0,0,0,0.669,144,25.263,21.87,28.988,246,43.158,39.151,47.256,94,16.491,13.671,19.76,8,1.404,0.713,2.745,37,6.491,4.746,8.819,0,0,0,0.669,35,6.14,4.448,8.42,6,1.053,0.483,2.277
Sarcoma,2013-2015,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,All England,Persons,Not split by grade,Not split by nodal status,351,17668818,1.987,1.784,2.206,39,351,11.111,8.235,14.829,79,351,22.507,18.449,27.16,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,351,0,0,0,1.083,93,26.496,22.151,31.349,143,40.741,35.728,45.954,53,15.1,11.733,19.222,6,1.709,0.786,3.679,36,10.256,7.501,13.873,0,0,0,1.083,17,4.843,3.046,7.619,3,0.855,0.291,2.482
Sarcoma,2013-2015,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,460,19644064,2.342,2.133,2.566,16,460,3.478,2.152,5.575,100,460,21.739,18.212,25.734,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,460,0,0,0,0.828,104,22.609,19.022,26.649,200,43.478,39.021,48.044,60,13.043,10.269,16.43,4,0.87,0.339,2.214,59,12.826,10.075,16.193,0,0,0,0.828,13,2.826,1.659,4.775,20,4.348,2.832,6.62
Sarcoma,2014-2016,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All England,Persons,Not split by grade,Not split by nodal status,1373,164371012,0.835,0.792,0.881,93,1373,6.773,5.561,8.227,382,1373,27.822,25.516,30.252,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,1373,0,0,0,0.279,383,27.895,25.587,30.327,552,40.204,37.641,42.821,205,14.931,13.144,16.914,22,1.602,1.061,2.414,128,9.323,7.896,10.976,0,0,0,0.279,49,3.569,2.71,4.687,34,2.476,1.777,3.44
Sarcoma,2014-2016,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 00-59,All England,Persons,Not split by grade,Not split by nodal status,558,126489266,0.441,0.405,0.479,50,558,8.961,6.863,11.619,209,558,37.455,33.538,41.544,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,558,0,0,0,0.684,165,29.57,25.933,33.486,216,38.71,34.759,42.815,94,16.846,13.969,20.176,11,1.971,1.104,3.495,39,6.989,5.155,9.412,0,0,0,0.684,29,5.197,3.643,7.364,4,0.717,0.279,1.829
Sarcoma,2014-2016,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,All England,Persons,Not split by grade,Not split by nodal status,325,17774276,1.828,1.635,2.038,28,325,8.615,6.028,12.17,69,325,21.231,17.134,26,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,325,0,0,0,1.168,93,28.615,23.974,33.756,136,41.846,36.609,47.274,49,15.077,11.596,19.374,3,0.923,0.314,2.678,26,8,5.518,11.464,0,0,0,1.168,10,3.077,1.68,5.57,8,2.462,1.252,4.781
Sarcoma,2014-2016,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,490,20107470,2.437,2.226,2.663,15,490,3.061,1.864,4.989,104,490,21.224,17.835,25.062,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,490,0,0,0,0.778,125,25.51,21.851,29.55,200,40.816,36.552,45.223,62,12.653,9.997,15.89,8,1.633,0.83,3.188,63,12.857,10.18,16.112,0,0,0,0.778,10,2.041,1.112,3.716,22,4.49,2.983,6.704
Sarcoma,2015-2017,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,All ages,All England,Persons,Not split by grade,Not split by nodal status,1333,165673824,0.805,0.762,0.849,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,1333,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Sarcoma,2015-2017,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 00-59,All England,Persons,Not split by grade,Not split by nodal status,507,127230286,0.398,0.365,0.435,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,507,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Sarcoma,2015-2017,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 60-69,All England,Persons,Not split by grade,Not split by nodal status,306,17758450,1.723,1.535,1.927,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,306,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
Sarcoma,2015-2017,Soft tissue sarcoma,Liposarcoma,All,Not split by Basis of Diagnosis,All stages,Not split by Stage Detail,Not split by Stage Detail 2,Age 70+,All England,Persons,Not split by grade,Not split by nodal status,520,20685088,2.514,2.302,2.74,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.m,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,.j,520,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a,.a
